Co_100_1_NT_0.txt;4.8026;4497;492;382;447
Co_100_1_NT_1.txt;4.8067;4571;514;365;382
Co_100_1_NT_2.txt;4.8075;4354;609;414;273
Co_100_1_NT_3.txt;4.80269;4205;560;304;393
Co_100_1_NT_4.txt;4.80523;5326;704;410;440
Co_100_1_NT_5.txt;4.80561;3846;444;296;337
Co_100_1_NT_6.txt;4.80269;4550;788;313;353
Co_100_1_NT_7.txt;4.80359;4888;467;395;403
Co_30_1_NT_0.txt;0.001348;1053;167;44;89
Co_30_1_NT_0.txt;0.003045;1053;167;44;89
Co_30_1_NT_0.txt;4.80004;1053;167;44;89
Co_30_1_NT_0.txt;4.80004;1053;167;44;89
Co_30_1_NT_0.txt;4.80004;1053;167;44;89
Co_30_1_NT_0.txt;4.80003;1053;167;44;89
Co_30_1_NT_0.txt;4.80004;1053;167;44;89
Co_30_1_NT_0.txt;4.80004;1053;167;44;89
Co_30_1_NT_0.txt;4.80004;1053;167;44;89
Co_30_1_NT_0.txt;4.80003;1053;167;44;89
Co_30_1_NT_0.txt;4.80005;1053;167;44;89
Co_30_1_NT_0.txt;4.80005;1053;167;44;89
Co_30_1_NT_0.txt;4.80004;1053;167;44;89
Co_30_1_NT_0.txt;4.80004;1053;167;44;89
Co_30_1_NT_0.txt;4.80004;1053;167;44;89
Co_30_1_NT_0.txt;4.80005;1053;167;44;89
Co_30_1_NT_0.txt;4.80005;1053;167;44;89
Co_30_1_NT_0.txt;4.80003;1053;167;44;89
Co_100_20_T_0.txt;4.80399;3663;485;289;646
Co_100_20_T_0.txt;0.159758;3663;485;289;646
