300; 20; 3
37;34;0;0;2
105;101;0;0;29
112;119;0;0;40
155;160;0;0;1
168;166;0;0;40
175;178;0;0;43
191;188;0;0;2
19;18;0;1;1
44;51;0;1;7
50;48;0;1;2
54;56;0;1;1
87;89;0;1;25
205;207;0;1;45
214;217;0;1;48
288;286;0;1;37
164;161;0;2;1
191;192;0;2;1
232;234;0;2;1
258;261;0;2;1
268;269;0;2;40
23;26;0;3;25
24;26;0;3;7
73;76;0;3;27
115;113;0;3;49
189;196;0;3;32
297;298;0;3;28
50;52;0;4;1
60;59;0;4;13
75;77;0;4;17
148;158;0;4;6
173;162;0;4;29
214;222;0;4;3
219;221;0;4;8
238;235;0;4;1
253;251;0;4;15
282;283;0;4;2
287;289;0;4;1
84;83;0;5;1
105;108;0;5;7
111;113;0;5;19
152;157;0;5;7
164;160;0;5;59
189;196;0;5;9
215;212;0;5;1
219;220;0;5;29
228;229;0;5;2
44;46;0;6;10
137;140;0;6;1
152;157;0;6;38
155;158;0;6;31
164;167;0;6;27
176;178;0;6;3
184;181;0;6;15
191;190;0;6;37
215;217;0;6;1
31;28;0;7;2
95;98;0;7;5
135;136;0;7;2
186;183;0;7;24
264;266;0;7;4
268;267;0;7;37
68;65;0;8;23
73;74;0;8;47
142;144;0;8;1
152;162;0;8;15
272;265;0;8;1
279;276;0;8;28
282;284;0;8;33
24;25;0;9;1
60;58;0;9;14
84;78;0;9;1
117;118;0;9;2
177;178;0;9;26
233;231;0;9;14
264;266;0;9;1
294;296;0;9;1
50;48;0;10;11
54;55;0;10;2
91;94;0;10;32
103;101;0;10;51
123;125;0;10;20
154;156;0;10;14
191;190;0;10;28
191;211;0;10;1
225;223;0;10;29
85;86;0;11;2
105;106;0;11;1
201;199;0;11;1
273;271;0;11;13
15;14;0;12;32
24;25;0;12;24
45;49;0;12;26
50;51;0;12;56
102;100;0;12;55
191;183;0;12;3
257;255;0;12;5
11;9;0;13;39
35;39;0;13;1
60;57;0;13;29
103;100;0;13;1
142;141;0;13;12
198;193;0;13;10
264;267;0;13;20
280;286;0;13;2
23;25;0;14;32
111;113;0;14;18
122;119;0;14;29
171;163;0;14;1
184;187;0;14;2
198;195;0;14;3
205;207;0;14;30
19;17;0;15;16
45;49;0;15;1
148;146;0;15;4
174;157;0;15;1
180;181;0;15;7
247;246;0;15;1
253;251;0;15;1
287;290;0;15;2
120;118;0;16;27
155;150;0;16;1
215;213;0;16;1
279;281;0;16;38
84;81;0;17;2
88;89;0;17;1
132;133;0;17;14
135;131;0;17;1
